customer_id,monetary,customer_rank,customer_share,cumulative_revenue,cumulative_revenue_share
12731,18895.91,46,0.010603964960811434,2888130.6699999995,0.3249761206749462
15159,18641.01,47,0.010834485938220378,2906771.6799999992,0.32707363072814016
12901,17654.54,48,0.011065006915629323,2924426.2199999993,0.3290601419276146
12678,17628.46,49,0.011295527893038266,2942054.6799999992,0.3310437185724599
14031,17286.86,50,0.011526048870447211,2959341.539999999,0.3329888579526843
17428,17256.85,51,0.011756569847856155,2976598.389999999,0.3349306205697024
13767,17220.36,52,0.0119870908252651,2993818.749999999,0.33686827728570756
13881,17159.52,53,0.012217611802674043,3010978.269999999,0.33879908820786164
16839,16594.35,54,0.012448132780082987,3027572.619999999,0.3406663054858536
12921,16587.09,55,0.012678653757491932,3044159.709999999,0.34253270585945095
17677,16345.380000000001,56,0.012909174734900875,3060505.089999999,0.34437190871773365
15189,16225.39,57,0.01313969571230982,3076730.479999999,0.34619761014925443
14607,16209.5,58,0.013370216689718764,3092939.979999999,0.34802152361785127
15856,16143.64,59,0.013600737667127709,3109083.619999999,0.3498380264358394
14051,15610.390000000001,60,0.013831258644536652,3124694.0099999993,0.35159452728849055
15513,14758.220000000001,61,0.014061779621945597,3139452.2299999995,0.35325514089350707
16133,14589.039999999999,62,0.01429230059935454,3154041.2699999996,0.35489671815066476
14866,14389.9,63,0.014522821576763486,3168431.1699999995,0.3565158879228207
16705,14034.99,64,0.01475334255417243,3182466.1599999997,0.35809512277229916
12681,13787.539999999999,65,0.014983863531581374,3196253.6999999997,0.3596465142343935
12621,13689.67,66,0.015214384508990318,3209943.3699999996,0.3611868932401398
12540,13400.24,67,0.015444905486399263,3223343.61,0.36269470521573627
12433,13375.87,68,0.015675426463808206,3236719.48,0.36419977504806916
15498,13316.4,69,0.01590594744121715,3250035.88,0.365698153240686
12477,13219.739999999998,70,0.016136468418626097,3263255.62,0.36718565512768736
17735,13110.02,71,0.01636698939603504,3276365.64,0.36866081118133326
16525,13027.45,72,0.016597510373443983,3289393.0900000003,0.37012667635400803
14258,12669.98,73,0.016828031350852927,3302063.0700000003,0.3715523185495633
13078,12627.94,74,0.01705855232826187,3314691.0100000002,0.3729732303510767
12536,12601.830000000002,75,0.017289073305670817,3327292.8400000003,0.3743912042223231
15640,12416.11,76,0.01751959428307976,3339708.95,0.3757882806439634
16000,12393.7,77,0.017750115260488704,3352102.6500000004,0.37718283546402254
17340,12353.29,78,0.017980636237897647,3364455.9400000004,0.37857284329970425
12682,12279.82,79,0.018211157215306594,3376735.7600000002,0.3799545841979395
13113,12245.96,80,0.018441678192715538,3388981.72,0.3813325151260926
14606,12076.15,81,0.01867219917012448,3401057.87,0.38269133881798906
12557,11990.960000000001,82,0.018902720147533424,3413048.83,0.3840405768231962
12939,11581.8,83,0.01913324112494237,3424630.63,0.38534377562702077
15125,11528.48,84,0.019363762102351315,3436159.11,0.386640974796918
14194,11349.52,85,0.019594283079760258,3447508.63,0.3879180371609705
12971,11189.91,86,0.0198248040571692,3458698.54,0.38917714000568415
14895,11138.710000000001,87,0.020055325034578148,3469837.25,0.39043048176155537
12409,11072.67,88,0.02028584601198709,3480909.92,0.39167639261298987
17581,11025.24,89,0.020516366989396035,3491935.16,0.3929169665807565
15482,10879.76,90,0.02074688796680498,3502814.92,0.3941411709546792
13319,10845.55,91,0.020977408944213922,3513660.4699999997,0.3953615259760765
17107,10797.48,92,0.02120792992162287,3524457.9499999997,0.39657647210019537
13340,10736.48,93,0.021438450899031812,3535194.4299999997,0.3977845544270605
17139,10650.77,94,0.021668971876440755,3545845.1999999997,0.3989829925561778
16779,10611.720000000001,95,0.0218994928538497,3556456.92,0.40017703672984006
17865,10526.32,96,0.022130013831258646,3566983.2399999998,0.4013614715873471
17706,10504.49,97,0.02236053480866759,3577487.73,0.40254345010560744
15251,10484.99,98,0.022591055786076533,3587972.72,0.4037232344591719
14062,10464.85,99,0.022821576763485476,3598437.5700000003,0.40490075263442993
14769,10416.98,100,0.023052097740894423,3608854.5500000003,0.40607288441666284
15615,10399.74,101,0.023282618718303366,3619254.2900000005,0.40724307633226203
15502,10384.93,102,0.02351313969571231,3629639.2200000007,0.40841160180790503
16180,10254.18,103,0.023743660673121253,3639893.400000001,0.40956541512795913
16843,10196.57,104,0.0239741816505302,3650089.9700000007,0.4107127460978527
12590,9864.26,105,0.024204702627939143,3659954.2300000004,0.4118226851256907
13199,9817.12,106,0.024435223605348087,3669771.3500000006,0.4129273199010281
13001,9785.970000000001,107,0.02466574458275703,3679557.3200000008,0.41402844963891544
15078,9743.11,108,0.024896265560165973,3689300.4300000006,0.41512475671532245
12709,9706.52,109,0.02512678653757492,3699006.9500000007,0.41621694663859
13458,9646.57,110,0.025357307514983864,3708653.5200000005,0.4173023909119335
14733,9585.91,111,0.025587828492392807,3718239.4300000006,0.4183810096452539
16523,9418.47,112,0.02581834946980175,3727657.900000001,0.41944078781771915
12567,9401.28,113,0.026048870447210697,3737059.1800000006,0.420498631749614
14367,9227.82,114,0.02627939142461964,3746287.0000000005,0.4215369577426296
14667,9175.039999999999,115,0.026509912402028584,3755462.0400000005,0.42256934486320175
18092,9068.26,116,0.026740433379437527,3764530.3000000003,0.4235897169629419
12451,9035.52,117,0.026970954356846474,3773565.8200000003,0.4246064051164183
13969,9024.17,118,0.027201475334255418,3782589.99,0.42562181615352046
13488,8968.31,119,0.02743199631166436,3791558.3000000003,0.42663094175267846
13090,8910.82,120,0.027662517289073305,3800469.12,0.42763359850422794
16033,8778.82,121,0.02789303826648225,3809247.94,0.4286214024486054
17017,8694.26,122,0.028123559243891195,3817942.1999999997,0.42959969159469147
17306,8631.31,123,0.028354080221300138,3826573.51,0.43057089752705424
16656,8625.8,124,0.02858460119870908,3835199.3099999996,0.43154148346723886
17243,8540.05,125,0.02881512217611803,3843739.3599999994,0.43250242070882494
14527,8507.13,126,0.029045643153526972,3852246.4899999993,0.43345965375031936
12683,8476.57,127,0.029276164130935915,3860723.059999999,0.4344134481419109
18139,8438.34,128,0.02950668510834486,3869161.399999999,0.43536294084548594
15358,8347.2,129,0.029737206085753802,3877508.599999999,0.4363021783608363
16558,8338.49,130,0.02996772706316275,3885847.0899999994,0.43724043581595584
14056,8152.71,131,0.030198248040571692,3893999.7999999993,0.4381577890701934
14936,8137.0199999999995,132,0.030428769017980636,3902136.8199999994,0.4390733768657603
16672,8134.9400000000005,133,0.03065928999538958,3910271.7599999993,0.439988730617093
13854,8109.52,134,0.030889810972798526,3918381.2799999993,0.4409012240778324
14952,8099.49,135,0.03112033195020747,3926480.7699999996,0.44181258895026926
18109,8004.92,136,0.03135085292761641,3934485.6899999995,0.44271331268653746
14796,7975.49,137,0.031581373905025356,3942461.1799999997,0.443610724921934
12428,7956.46,138,0.0318118948824343,3950417.6399999997,0.44450599587762984
15290,7943.22,139,0.03204241585984324,3958360.86,0.4453997770517578
14849,7930.54,140,0.03227293683725219,3966291.4,0.4462921314562272
12757,7834.650000000001,141,0.03250345781466114,3974126.05,0.4471736961964562
13093,7832.47,142,0.03273397879207008,3981958.52,0.44805501564032435
12435,7829.89,143,0.03296449976947902,3989788.41,0.448936044779325
13629,7792.36,144,0.03319502074688797,3997580.77,0.44981285099519563
17811,7761.82,145,0.03342554172429691,4005342.59,0.4506862208115887
15044,7634.7300000000005,146,0.033656062701705854,4012977.32,0.4515452903002281
15194,7616.53,147,0.0338865836791148,4020593.8499999996,0.452402311901818
18172,7561.68,148,0.03411710465652374,4028155.53,0.4532531617119429
13263,7436.93,149,0.03434762563393269,4035592.46,0.45408997449407756
12980,7374.900000000001,150,0.034578146611341634,4042967.36,0.454919807582054
15465,7354.62,151,0.03480866758875058,4050321.98,0.45574735873874683
17396,7330.8,152,0.03503918856615952,4057652.78,0.4565722296388726
12474,7324.09,153,0.035269709543568464,4064976.8699999996,0.45739634552130054
12583,7281.38,154,0.03550023052097741,4072258.2499999995,0.45821565562043814
13018,7277.7,155,0.03573075149838635,4079535.9499999997,0.45903455164131524
18229,7276.9,156,0.035961272475795295,4086812.8499999996,0.45985335764517915
16729,7205.33,157,0.036191793453204245,4094018.1799999997,0.4606641105020029
16745,7180.700000000001,158,0.03642231443061319,4101198.88,0.4614720919600339
16873,7123.62,159,0.03665283540802213,4108322.5,0.4622736507041757
13324,7121.95,160,0.036883356385431075,4115444.45,0.46307502153780244
16923,7069.08,161,0.03711387736284002,4122513.5300000003,0.4638704433720718
13985,7060.13,162,0.03734439834024896,4129573.66,0.46466485814100633
14961,7044.68,163,0.037574919317657905,4136618.3400000003,0.46545753445637417
12766,6989.63,164,0.03780544029506685,4143607.97,0.4662440164760236
12798,6977.04,165,0.03803596127247579,4150585.0100000002,0.46702908185292846
12989,6924.11,166,0.03826648224988474,4157509.12,0.46780819147919983
13027,6912.0,167,0.038497003227293686,4164421.12,0.4685859384729344
16187,6911.4400000000005,168,0.03872752420470263,4171332.56,0.4693636224547598
16713,6910.78,169,0.03895804518211157,4178243.34,0.47014123217254933
17416,6893.42,170,0.039188566159520516,4185136.76,0.4709168885211532
12705,6868.29,171,0.03941908713692946,4192005.05,0.4716897172103311
12476,6816.42,172,0.0396496081143384,4198821.47,0.47245670942141793
12830,6814.64,173,0.039880129091747346,4205636.109999999,0.47322350134465047
15601,6776.56,174,0.040110650069156296,4212412.669999999,0.47398600845805644
16652,6773.97,175,0.04034117104656524,4219186.639999999,0.4747482241413823
18055,6761.34,176,0.04057169202397418,4225947.979999999,0.47550901868111284
16532,6748.8,177,0.04080221300138313,4232696.779999998,0.476268402204162
15023,6720.41,178,0.04103273397879207,4239417.189999999,0.4770245912484566
13576,6717.34,179,0.04126325495620101,4246134.529999998,0.47778043485246313
15249,6688.46,180,0.04149377593360996,4252822.989999998,0.47853302884229443
16746,6680.11,181,0.0417242969110189,4259503.099999999,0.4792846832795509
16353,6675.710000000001,182,0.041954817888427844,4266178.809999999,0.48003584262323495
12626,6620.48,183,0.042185338865836794,4272799.289999999,0.48078078741737273
16182,6617.65,184,0.04241585984324574,4279416.9399999995,0.48152541377632646
15144,6580.4400000000005,185,0.04264638082065468,4285997.38,0.48226585321895543
12472,6572.110000000001,186,0.042876901798063624,4292569.49,0.4830053553594348
17338,6493.54,187,0.04310742277547257,4299063.03,0.4837360167040088
18223,6484.54,188,0.04333794375288151,4305547.57,0.4844656653571847
15694,6479.4,189,0.043568464730290454,4312026.970000001,0.4851947356510511
13225,6463.84,190,0.0437989857076994,4318490.8100000005,0.4859220551140114
13102,6424.09,191,0.04402950668510835,4324914.9,0.48664490185663006
12431,6419.95,192,0.04426002766251729,4331334.850000001,0.48736728276120567
16814,6416.7,193,0.044490548639926235,4337751.550000001,0.48808929797166534
13871,6403.25,194,0.04472106961733518,4344154.800000001,0.4888097997710911
12359,6310.030000000001,195,0.04495159059474412,4350464.830000001,0.489519812338058
13668,6309.83,196,0.045182111572153065,4356774.660000001,0.4902298024007717
13709,6307.65,197,0.04541263254956201,4363082.310000001,0.49093954716712446
15005,6295.37,198,0.04564315352697095,4369377.680000002,0.4916479101723251
16126,6287.77,199,0.045873674504379895,4375665.450000001,0.4923554180159007
17315,6281.23,200,0.046104195481788846,4381946.680000002,0.49306218997039375
14057,6211.66,201,0.04633471645919779,4388158.340000002,0.4937611338203795
12357,6207.67,202,0.04656523743660673,4394366.010000002,0.49445962871051213
14060,6140.42,203,0.046795758414015676,4400506.430000002,0.49515055654547563
13418,6127.43,204,0.04702627939142462,4406633.860000001,0.49584002272918787
15939,6115.01,205,0.04725680036883356,4412748.870000001,0.49652809139877074
17509,6083.64,206,0.047487321346242506,4418832.510000001,0.497212630276225
14735,6065.6900000000005,207,0.04771784232365145,4424898.200000001,0.49789514939694635
13097,6003.22,208,0.0479483633010604,4430901.420000001,0.4985706393141523
12637,6002.9,209,0.04817888427846934,4436904.320000001,0.499246093224553
14101,5976.79,210,0.048409405255878286,4442881.110000001,0.49991860920468656
15382,5955.71,211,0.04863992623328723,4448836.820000001,0.5005887532365232
14944,5900.250000000001,212,0.04887044721069617,4454737.070000001,0.5012526568389224
13209,5891.61,213,0.04910096818810512,4460628.680000002,0.5019155882575793
13534,5870.08,214,0.04933148916551406,4466498.760000002,0.5025760970933695
14505,5859.43,215,0.049562010142923,4472358.190000001,0.5032354075776719
14415,5855.57,216,0.04979253112033195,4478213.760000002,0.5038942837298859
13050,5836.86,217,0.0500230520977409,4484050.620000002,0.5045510546092045
12720,5781.73,218,0.05025357307514984,4489832.350000002,0.5052016221911034
15218,5756.889999999999,219,0.050484094052558784,4495589.240000002,0.5058493947447436
17686,5739.46,220,0.05071461502996773,4501328.700000002,0.5064952060527094
13316,5732.93,221,0.05094513600737667,4507061.630000002,0.5071402825968052
13178,5725.47,222,0.051175656984785614,4512787.1000000015,0.5077845197322534
16553,5719.82,223,0.05140617796219456,4518506.920000002,0.5084281211225461
13468,5704.97,224,0.0516366989396035,4524211.8900000015,0.5090700515720319
14110,5683.150000000001,225,0.05186721991701245,4529895.040000002,0.5097095268074838
17716,5655.99,226,0.052097740894421395,4535551.030000002,0.5103459459653387
13004,5655.91,227,0.05232826187183034,4541206.940000002,0.5109823561214923
17049,5655.03,228,0.05255878284923928,4546861.9700000025,0.5116186672589315
18118,5625.08,229,0.052789303826648225,4552487.050000003,0.5122516083844402
17757,5593.39,230,0.05301982480405717,4558080.440000002,0.512880983711015
12839,5591.42,231,0.05325034578146611,4563671.860000002,0.513510137370695
12481,5579.82,232,0.053480866758875055,4569251.6800000025,0.514137985783684
14688,5579.1,233,0.053711387736284005,4574830.780000002,0.5147657531813611
14049,5578.719999999999,234,0.05394190871369295,4580409.500000002,0.515393477820957
16767,5575.5599999999995,235,0.05417242969110189,4585985.060000001,0.5160208468933509
12539,5568.35,236,0.054402950668510835,4591553.410000001,0.5166474046874137
16161,5533.67,237,0.05463347164591978,4597087.080000001,0.5172700602439558
18225,5504.96,238,0.05486399262332872,4602592.040000001,0.5178894853149381
16609,5493.46,239,0.055094513600737666,4608085.500000001,0.5185076163913561
15805,5488.18,240,0.05532503457814661,4613573.680000001,0.5191251533554873
16985,5464.12,241,0.05555555555555555,4619037.800000001,0.5197399830579474
16265,5447.0,242,0.0557860765329645,4624484.800000001,0.520352886396326
18198,5425.56,243,0.056016597510373446,4629910.36,0.5209633772787517
12490,5417.93,244,0.05624711848778239,4635328.29,0.5215730096239144
17809,5411.91,245,0.05647763946519133,4640740.2,0.522181964591053
16701,5398.3,246,0.056708160442600276,4646138.5,0.5227893881437552
17719,5396.04,247,0.05693868142000922,4651534.54,0.5233965573983952
17850,5391.21,248,0.05716920239741816,4656925.75,0.5240031831753182
16303,5360.63,249,0.05739972337482711,4662286.38,0.5246063680519131
13269,5343.28,250,0.05763024435223606,4667629.66,0.525207600684535
17730,5298.4800000000005,251,0.057860765329645,4672928.140000001,0.5258037923644197
15150,5291.33,252,0.058091286307053944,4678219.470000001,0.5263991795172492
17061,5232.2300000000005,253,0.05832180728446289,4683451.700000001,0.5269879166632313
18226,5228.05,254,0.05855232826187183,4688679.750000001,0.5275761834703196
12362,5226.23,255,0.058782849239280774,4693905.980000001,0.528164245488703
16258,5203.51,256,0.05901337021668972,4699109.490000001,0.5287497510239124
13756,5189.52,257,0.05924389119409866,4704299.010000001,0.5293336823866042
16191,5180.52,258,0.059474412171507604,4709479.53,0.5299166010578978
15727,5159.06,259,0.059704933148916554,4714638.59,0.5304971050228133
13599,5149.92,260,0.0599354541263255,4719788.51,0.5310765805433536
17858,5140.66,261,0.06016597510373444,4724929.17,0.5316550141169664
15903,5126.76,262,0.060396496081143385,4730055.93,0.5322318836449754
13941,5112.96,263,0.06062701705855233,4735168.89,0.5328072003795075
15046,5090.42,264,0.06085753803596127,4740259.31,0.5333799808846936
16700,5076.55,265,0.061088059013370215,4745335.859999999,0.533951200719914
13139,5064.94,266,0.06131857999077916,4750400.8,0.5345211141832309
12432,5059.32,267,0.06154910096818811,4755460.12,0.5350903952770303
17602,5054.42,268,0.06177962194559705,4760514.54,0.535659125016624
15301,5049.95,269,0.062010142923005995,4765564.49,0.5362273517861568
17426,5037.26,270,0.06224066390041494,4770601.75,0.5367941506608181
15719,5030.07,271,0.06247118487782388,4775631.82,0.5373601405075739
14755,5010.28,272,0.06270170585523283,4780642.100000001,0.5379239035584663
14562,5006.7699999999995,273,0.06293222683264177,4785648.87,0.5384872716597134
12444,5005.46,274,0.06316274781005071,4790654.33,0.5390504923581015
14329,4975.24,275,0.06339326878745966,4795629.57,0.5396103126638175
15032,4959.1,276,0.0636237897648686,4800588.67,0.5401683168762927
12437,4951.41,277,0.06385431074227754,4805540.08,0.540725455800229
12700,4939.99,278,0.06408483171968649,4810480.07,0.5412813097313024
14709,4921.04,279,0.06431535269709543,4815401.11,0.5418350313843765
15786,4919.0,280,0.06454587367450439,4820320.11,0.542388523494067
15547,4910.6,281,0.06477639465191333,4825230.71,0.5429410704251192
17133,4892.24,282,0.06500691562932227,4830122.95,0.5434915514657194
12664,4881.88,283,0.06523743660673122,4835004.83,0.5440408667859989
12688,4873.81,284,0.06546795758414016,4839878.64,0.5445892740596583
14292,4871.93,285,0.0656984785615491,4844750.569999999,0.5451374697933368
17652,4867.72,286,0.06592899953895805,4849618.289999999,0.5456851918124834
15738,4812.42,287,0.06615952051636699,4854430.709999999,0.5462266914055951
13013,4810.9400000000005,288,0.06639004149377593,4859241.649999999,0.5467680244672326
15298,4799.9,289,0.06662056247118488,4864041.55,0.5473081152940883
15555,4794.86,290,0.06685108344859382,4868836.41,0.5478476390137611
15187,4777.18,291,0.06708160442600276,4873613.59,0.548385173357443
17365,4767.36,292,0.06731212540341171,4878380.95,0.5489216027422883
12955,4757.16,293,0.06754264638082065,4883138.11,0.5494568844102158
14180,4748.52,294,0.0677731673582296,4887886.63,0.549991193894401
15152,4745.6900000000005,295,0.06800368833563854,4892632.32,0.5505251849434023
16722,4730.8099999999995,296,0.06823420931304748,4897363.13,0.5510575016759586
17690,4726.8,297,0.06846473029045644,4902089.93,0.5515893671982365
12714,4708.86,298,0.06869525126786538,4906798.79,0.5521192140889942
14135,4690.31,299,0.06892577224527432,4911489.1,0.5526469737102591
14191,4684.76,300,0.06915629322268327,4916173.859999999,0.5531741088384953
15291,4668.3,301,0.06938681420009221,4920842.159999999,0.5536993918666855
14189,4654.08,302,0.06961733517750116,4925496.239999999,0.5542230748424668
14390,4642.570000000001,303,0.0698478561549101,4930138.81,0.5547454626984712
14159,4630.35,304,0.07007837713231904,4934769.159999999,0.5552664755445995
14286,4628.75,305,0.07030889810972799,4939397.909999999,0.5557873083567015
13802,4599.42,306,0.07053941908713693,4943997.329999999,0.5563048409200584
15093,4597.02,307,0.07076994006454587,4948594.349999999,0.5568221034323758
14004,4582.64,308,0.07100046104195482,4953176.989999998,0.5573377478888816
16931,4554.87,309,0.07123098201936376,4957731.8599999985,0.5578502676298179
17068,4552.14,310,0.0714615029967727,4962283.999999998,0.5583624801876967
17613,4544.55,311,0.07169202397418165,4966828.549999998,0.5588738387091633
12484,4527.32,312,0.07192254495159059,4971355.869999998,0.5593832584892088
13267,4521.49,313,0.07215306592899953,4975877.3599999985,0.5598920222702709
15299,4507.01,314,0.07238358690640849,4980384.369999998,0.5603991567433947
12524,4485.719999999999,315,0.07261410788381743,4984870.089999998,0.5609038956387556
17975,4483.26,316,0.07284462886122638,4989353.349999998,0.5614083577318012
14426,4481.67,317,0.07307514983863532,4993835.019999998,0.561912640916033
12627,4478.53,318,0.07330567081604426,4998313.549999998,0.5624165707834883
17364,4462.68,319,0.0735361917934532,5002776.229999998,0.5629187171888701
16984,4459.52,320,0.07376671277086215,5007235.749999997,0.5634205080270499
13069,4431.44,321,0.0739972337482711,5011667.189999998,0.5639191392680678
14085,4421.29,322,0.07422775472568004,5016088.479999998,0.5644166284182311
15955,4416.26,323,0.07445827570308898,5020504.739999997,0.5649135515864242
16626,4413.1,324,0.07468879668049792,5024917.839999997,0.5654101191874152
15874,4405.88,325,0.07491931765790687,5029323.719999997,0.5659058743848624
14534,4397.3,326,0.07514983863531581,5033721.019999997,0.5664006641498435
12712,4396.13,327,0.07538035961272475,5038117.149999997,0.5668953222649428
13505,4393.63,328,0.0756108805901337,5042510.779999997,0.567389699076876
12752,4366.78,329,0.07584140156754264,5046877.559999997,0.5678810546928049
16945,4345.5,330,0.07607192254495158,5051223.059999997,0.5683700158561836
14016,4341.21,331,0.07630244352236054,5055564.269999997,0.5688584943033292
14800,4331.79,332,0.07653296449976948,5059896.059999997,0.5693459128001449
17567,4331.48,333,0.07676348547717843,5064227.539999997,0.569833296415368
18251,4314.72,334,0.07699400645458737,5068542.259999997,0.5703187941741652
12347,4310.0,335,0.07722452743199631,5072852.259999997,0.5708037608325848
17937,4301.22,336,0.07745504840940526,5077153.479999997,0.5712877395542849
15034,4274.16,337,0.0776855693868142,5081427.639999997,0.5717686734505147
14422,4263.64,338,0.07791609036422315,5085691.279999997,0.5722484236230214
12500,4257.82,339,0.07814661134163209,5089949.099999997,0.5727275189217574
17419,4226.57,340,0.07837713231904103,5094175.669999997,0.5732030979309167
14525,4215.9,341,0.07860765329644998,5098391.5699999975,0.573677476338163
15804,4206.39,342,0.07883817427385892,5102597.959999997,0.5741507846681652
15971,4199.85,343,0.07906869525126786,5106797.809999997,0.5746233571090847
12747,4196.01,344,0.0792992162286768,5110993.819999997,0.5750954974683411
14146,4191.0,345,0.07952973720608575,5115184.819999997,0.5755670740960526
14277,4188.0,346,0.07976025818349469,5119372.819999997,0.5760383131599648
12949,4167.22,347,0.07999077916090364,5123540.039999996,0.5765072140319599
13384,4151.93,348,0.08022130013831259,5127691.969999996,0.576974394453791
15570,4148.82,349,0.08045182111572154,5131840.789999996,0.5774412249344835
13988,4147.96,350,0.08068234209313048,5135988.749999996,0.5779079586468867
12569,4124.6900000000005,351,0.08091286307053942,5140113.439999997,0.5783720739894196
17920,4119.5,352,0.08114338404794837,5144232.939999997,0.5788356053465796
16592,4113.68,353,0.08137390502535731,5148346.619999996,0.5792984818299688
13555,4098.88,354,0.08160442600276625,5152445.499999996,0.5797596929986144
16401,4098.32,355,0.0818349469801752,5156543.819999997,0.5802208411553509
18041,4097.37,356,0.08206546795758414,5160641.189999997,0.5806818824168842
16670,4095.9,357,0.08229598893499308,5164737.089999997,0.5811427582721559
12749,4090.88,358,0.08252650991240203,5168827.969999997,0.58160306927067
14092,4076.9100000000003,359,0.08275703088981097,5172904.879999997,0.5820618083470916
12449,4067.29,360,0.08298755186721991,5176972.169999997,0.58251946496893
17377,4058.32,361,0.08321807284462886,5181030.489999997,0.5829761122750083
18087,4055.7199999999993,362,0.0834485938220378,5185086.209999997,0.5834324670257938
14401,4051.48,363,0.08367911479944674,5189137.689999998,0.5838883446864096
12656,4051.17,364,0.08390963577685569,5193188.859999998,0.5843441874654327
16549,4034.9,365,0.08414015675426464,5197223.759999998,0.5847981995234507
13815,4027.36,366,0.08437067773167359,5201251.119999998,0.5852513631711195
15514,4023.72,367,0.08460119870908253,5205274.839999998,0.5857041172413785
17940,4020.04,368,0.08483171968649147,5209294.879999998,0.5861564572333768
12957,4017.54,369,0.08506224066390042,5213312.419999998,0.5866085159222091
12867,4009.34,370,0.08529276164130936,5217321.759999998,0.5870596519366564
12378,4008.62,371,0.0855232826187183,5221330.379999998,0.5875107069357919
16186,4006.94,372,0.08575380359612725,5225337.319999998,0.5879615728991998
12841,3991.58,373,0.08598432457353619,5229328.8999999985,0.5884107105359548
17001,3989.57,374,0.08621484555094514,5233318.469999999,0.5888596220049644
15416,3984.32,375,0.08644536652835408,5237302.789999999,0.5893079427373251
12779,3981.36,376,0.08667588750576302,5241284.149999999,0.589755930406737
12727,3980.7,377,0.08690640848317197,5245264.85,0.5902038438121131
14547,3974.75,378,0.08713692946058091,5249239.6,0.5906510877159538
14299,3965.62,379,0.08736745043798985,5253205.22,0.5910973043006318
13523,3964.88,380,0.0875979714153988,5257170.1,0.5915434376195725
15529,3962.6,381,0.08782849239280774,5261132.699999999,0.5919893143900257
17611,3961.12,382,0.0880590133702167,5265093.819999999,0.5924350246290045
13183,3957.78,383,0.08828953434762564,5269051.6,0.5928803590469536
17769,3957.4300000000003,384,0.08852005532503458,5273009.029999999,0.5933256540824592
17651,3945.0,385,0.08875057630244353,5276954.029999999,0.5937695504786228
12473,3928.05,386,0.08898109727985247,5280882.079999999,0.59421153963932
17593,3923.86,387,0.08921161825726141,5284805.9399999995,0.5946530573359108
