stock_code,description,units_sold,revenue,orders,order_penetration
84978,HANGING HEART JAR T-LIGHT HOLDER,10961.0,12650.969999999998,572,0.030865529894236996
22752,SET 7 BABUSHKA NESTING BOXES,1651.0,12639.79,297,0.01602633282969998
22558,CLOTHES PEGS RETROSPOT PACK 24 ,8405.0,12525.210000000017,639,0.03448089790632419
23301,GARDENERS KNEELING PAD KEEP CALM ,7722.0,12463.78000000002,756,0.04079430174832722
22507,MEMO BOARD RETROSPOT  DESIGN,2786.0,12411.020000000002,348,0.018778329376214115
22188,BLACK HEART CARD HOLDER,4843.0,12257.950000000004,166,0.008957478955320527
20750,RED RETROSPOT MINI CASES,1711.0,12208.849999999999,365,0.019695661558385494
22866,HAND WARMER SCOTTY DOG DESIGN,6097.0,12204.659999999993,471,0.025415497517807036
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1706.0,12160.080000000002,304,0.016404057845888192
22113,GREY HEART HOT WATER BOTTLE,3145.0,12148.9,511,0.027573926181739695
22551,PLASTERS IN TIN SPACEBOY,7656.0,12138.600000000024,579,0.03124325491042521
22941,CHRISTMAS LIGHTS 10 REINDEER,1570.0,12133.000000000004,253,0.013652061299374055
20749,ASSORTED COLOUR MINI CASES,1717.0,12107.509999999998,365,0.019695661558385494
22867,HAND WARMER BIRD DESIGN,5993.0,12064.629999999985,474,0.025577379667601985
21524,DOORMAT SPOTTY HOME SWEET HOME,1657.0,12055.32,405,0.021854090222318153
23207,LUNCH BAG ALPHABET DESIGN,7533.0,11994.410000000003,647,0.03491258363911073
22083,PAPER CHAIN KIT RETROSPOT,4265.0,11935.309999999994,444,0.02395855816965249
22379,RECYCLING BAG RETROSPOT ,6074.0,11913.029999999999,407,0.021962011655514785
22625,RED KITCHEN SCALES,1469.0,11836.230000000001,448,0.02417440103604576
22568,FELTCRAFT CUSHION OWL,3277.0,11756.8,417,0.02250161882149795
22273,FELTCRAFT DOLL MOLLY,4464.0,11748.239999999989,293,0.015810489963306713
47590B,PINK HAPPY BIRTHDAY BUNTING,2283.0,11666.349999999993,359,0.019371897258795595
22554,PLASTERS IN TIN WOODLAND ANIMALS,7297.0,11620.93000000003,587,0.03167494064321174
20971,PINK BLUE FELT CRAFT TRINKET BOX,10217.0,11619.390000000001,457,0.024660047485430606
23077,DOUGHNUT LIP GLOSS ,9642.0,11615.7,308,0.01661990071228146
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24230.0,11610.999999999982,669,0.036099719404273686
23174,REGENCY SUGAR BOWL GREEN,2954.0,11567.239999999998,268,0.014461472048348802
22607,WOODEN ROUNDERS GARDEN SET ,1265.0,11561.339999999997,303,0.01635009712928988
22149,FELTCRAFT 6 FLOWER FRIENDS,5882.0,11549.589999999986,461,0.024875890351823873
48188,DOORMAT WELCOME PUPPIES,2027.0,11536.249999999995,252,0.01359810058277574
22191,IVORY DINER WALL CLOCK,1419.0,11527.7,391,0.021098640189941724
22427,ENAMEL FLOWER JUG CREAM,1991.0,11421.12999999999,441,0.023796676019857545
21755,LOVE BUILDING BLOCK WORD,1923.0,11398.709999999997,555,0.029948197712065618
82486,WOOD S/3 CABINET ANT WHITE FINISH,1364.0,11343.199999999992,373,0.020127347291172028
22193,RED DINER WALL CLOCK,1349.0,11048.890000000001,416,0.022447658104899633
21232,STRAWBERRY CERAMIC TRINKET BOX,9318.0,10883.019999999999,507,0.027358083315346428
21930,JUMBO STORAGE BAG SKULLS,5694.0,10865.830000000004,471,0.025415497517807036
22501,PICNIC BASKET WICKER LARGE,1192.0,10798.999999999993,257,0.013867904165767322
22570,FELTCRAFT CUSHION RABBIT,3012.0,10672.31,324,0.01748327217785452
22413,METAL SIGN TAKE IT OR LEAVE IT ,3687.0,10638.45,351,0.018940211526009065
21790,VINTAGE SNAP CARDS,13329.0,10441.469999999987,722,0.03895963738398446
47566B,TEA TIME PARTY BUNTING,2288.0,10430.400000000001,313,0.01688970429527304
21936,RED RETROSPOT PICNIC BAG,3756.0,10365.759999999995,385,0.020774875890351825
23209,LUNCH BAG VINTAGE DOILY ,6438.0,10347.66,538,0.029030865529894236
22662,LUNCH BAG DOLLY GIRL DESIGN,6527.0,10330.990000000007,598,0.03226850852579322
23209,LUNCH BAG DOILEY PATTERN ,6477.0,10323.049999999997,464,0.025037772501618823
22730,ALARM CLOCK BAKELIKE IVORY,2721.0,10259.36,468,0.025253615368012086
22087,PAPER BUNTING WHITE LACE,3772.0,10243.39999999999,257,0.013867904165767322
85014B,RED RETROSPOT UMBRELLA,1841.0,10217.719999999994,303,0.01635009712928988
21479,WHITE SKULL HOT WATER BOTTLE ,2699.0,10215.47,378,0.02039715087416361
22617,BAKING SET SPACEBOY DESIGN,2153.0,10210.88999999999,424,0.022879343837686163
23170,REGENCY TEA PLATE ROSES ,6563.0,10170.990000000023,328,0.017699115044247787
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,925.0,10123.16,260,0.014029786315562271
20724,RED RETROSPOT CHARLOTTE BAG,12805.0,10122.449999999997,739,0.039876969566155836
47590A,BLUE HAPPY BIRTHDAY BUNTING,1948.0,10096.619999999992,355,0.01915605439240233
22988,SOLDIERS EGG CUP ,8757.0,10070.220000000001,327,0.01764515432764947
21891,TRADITIONAL WOODEN SKIPPING ROPE,7904.0,9998.320000000005,340,0.018346643643427585
23208,LUNCH BAG VINTAGE LEAF DESIGN,6191.0,9950.350000000002,597,0.03221454780919491
23300,GARDENERS KNEELING PAD CUP OF TEA ,6285.0,9933.690000000017,635,0.03426505503993093
22499,WOODEN UNION JACK BUNTING,1734.0,9928.830000000005,296,0.015972372113101662
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2523.0,9827.249999999998,211,0.011385711202244766
48173C,DOORMAT BLACK FLOCK ,1784.0,9797.749999999996,173,0.009335203971508742
23343,JUMBO BAG VINTAGE CHRISTMAS ,4905.0,9742.100000000002,385,0.020774875890351825
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12305.0,9649.989999999982,732,0.03949924454996762
23076,ICE CREAM SUNDAE LIP GLOSS,7896.0,9638.16,248,0.013382257716382474
22569,FELTCRAFT CUSHION BUTTERFLY,2692.0,9632.98,294,0.01586445067990503
22690,DOORMAT HOME SWEET HOME BLUE ,1595.0,9619.989999999998,261,0.014083747032160587
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2492.0,9603.679999999997,229,0.012357004101014462
22846,BREAD BIN DINER STYLE RED ,626.0,9597.310000000001,249,0.01343621843298079
22556,PLASTERS IN TIN CIRCUS PARADE ,5947.0,9588.710000000012,521,0.028113533347722857
22970,LONDON BUS COFFEE MUG,4213.0,9582.150000000005,276,0.014893157781135334
82600,NO SINGING METAL SIGN,4635.0,9571.499999999985,384,0.020720915173753508
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,15563.0,9566.510000000002,529,0.028545219080509387
22605,WOODEN CROQUET GARDEN SET,709.0,9555.979999999998,240,0.012950571983595942
22633,HAND WARMER UNION JACK,4730.0,9516.960000000001,441,0.023796676019857545
22692,DOORMAT WELCOME TO OUR HOME,1376.0,9451.580000000005,338,0.018238722210230953
22555,PLASTERS IN TIN STRONGMAN,5874.0,9444.14000000001,449,0.024228361752644076
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2698.0,9401.820000000003,319,0.01721346859486294
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1266.0,9374.699999999999,214,0.011547593352039715
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2465.0,9313.17,319,0.01721346859486294
22621,TRADITIONAL KNITTING NANCY,5893.0,9294.570000000007,509,0.02746600474854306
22560,TRADITIONAL MODELLING CLAY,7990.0,9281.470000000001,336,0.018130800777034318
22766,PHOTO FRAME CORNICE,3176.0,9277.279999999999,454,0.024498165335635657
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8219.0,9271.840000000002,278,0.015001079214331966
23240,SET OF 4 KNICK KNACK TINS DOILY ,2286.0,9237.300000000003,312,0.016835743578674726
21914,BLUE HARMONICA IN BOX ,7431.0,9218.880000000001,517,0.027897690481329594
21481,FAWN BLUE HOT WATER BOTTLE,2919.0,9196.05,379,0.020451111590761926
23171,REGENCY TEA PLATE GREEN ,5966.0,9184.900000000014,270,0.014569393481545435
22978,PANTRY ROLLING PIN,2406.0,9180.529999999999,197,0.010630261169868337
21217,RED RETROSPOT ROUND CAKE TINS,974.0,9178.299999999992,257,0.013867904165767322
22561,WOODEN SCHOOL COLOURING SET,5690.0,9064.620000000003,395,0.021314483056334987
20679,EDWARDIAN PARASOL RED,1630.0,9055.869999999997,270,0.014569393481545435
23175,REGENCY MILK JUG PINK ,3062.0,8995.0,272,0.014677314914742067
22992,REVOLVER WOODEN RULER ,4914.0,8944.440000000004,285,0.01537880423052018
22838,3 TIER CAKE TIN RED AND CREAM,652.0,8737.78,136,0.007338657457371034
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3711.0,8721.89000000001,426,0.0229872652708828
85150,LADIES & GENTLEMEN METAL SIGN,3898.0,8696.580000000005,367,0.01980358299158213
84375,SET OF 20 KIDS COOKIE CUTTERS,4139.0,8676.269999999997,416,0.022447658104899633
20972,PINK CREAM FELT CRAFT TRINKET BOX ,7106.0,8617.24,535,0.028868983380099286
22966,GINGERBREAD MAN COOKIE CUTTER,7196.0,8615.130000000001,554,0.0298942369954673
84991,60 TEATIME FAIRY CAKE CASES,17664.0,8604.619999999994,657,0.03545219080509389
22619,SET OF 6 SOLDIER SKITTLES,2290.0,8571.25,339,0.018292682926829267
82582,AREA PATROLLED METAL SIGN,4288.0,8548.019999999995,374,0.020181308007770342
22632,HAND WARMER RED RETROSPOT,4268.0,8513.52,341,0.018400604360025902
23582,VINTAGE DOILY JUMBO BAG RED ,4434.0,8508.220000000007,234,0.012626807684006043
21791,VINTAGE HEADS AND TAILS CARD GAME ,7118.0,8500.16,485,0.026170947550183465
23581,JUMBO BAG PAISLEY PARK,4358.0,8498.04,302,0.01629613641269156
22424,ENAMEL BREAD BIN CREAM,711.0,8493.5,326,0.017591193611051156
22041,"RECORD FRAME 7"" SINGLE SIZE ",3812.0,8450.820000000002,196,0.010576300453270019
22169,FAMILY ALBUM WHITE PICTURE FRAME,1074.0,8408.14,286,0.015432764947118498
22776,SWEETHEART CAKESTAND 3 TIER,891.0,8366.649999999987,326,0.017591193611051156
21174,POTTERING IN THE SHED METAL SIGN,3922.0,8364.640000000003,371,0.020019425857975393
23318,BOX OF 6 MINI VINTAGE CRACKERS,3645.0,8345.42999999999,329,0.017753075760846105
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1836.0,8330.120000000003,241,0.01300453270019426
22989,SET 2 PANTRY DESIGN TEA TOWELS,2693.0,8310.17,311,0.01678178286207641
22147,FELTCRAFT BUTTERFLY HEARTS,6123.0,8308.750000000011,436,0.02352687243686596
22791,T-LIGHT GLASS FLUTED ANTIQUE,7264.0,8288.89,260,0.014029786315562271
22759,SET OF 3 NOTEBOOKS IN PARCEL,5197.0,8267.250000000004,319,0.01721346859486294
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10267.0,8259.25,306,0.016511979279084828
23319,BOX OF 6 MINI 50'S CRACKERS,3520.0,8169.47999999999,365,0.019695661558385494
71459,HANGING JAM JAR T-LIGHT HOLDER,10528.0,8164.119999999988,310,0.01672782214547809
23322,LARGE WHITE HEART OF WICKER,2892.0,8137.499999999991,511,0.027573926181739695
22655,VINTAGE RED KITCHEN CABINET,60.0,8125.0,38,0.002050507230736024
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2260.0,8110.68,263,0.01419166846535722
23078,ICE CREAM PEN LIP GLOSS ,6607.0,8077.3099999999995,213,0.0114936326354414
48116,DOORMAT MULTICOLOUR STRIPE,1418.0,8045.270000000002,141,0.007608461040362616
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2839.0,8040.270000000009,329,0.017753075760846105
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2210.0,8022.76,401,0.021638247355924886
22158,3 HEARTS HANGING DECORATION RUSTIC,2845.0,8013.709999999991,261,0.014083747032160587
22729,ALARM CLOCK BAKELIKE ORANGE,2179.0,7984.38,359,0.019371897258795595
23256,CHILDRENS CUTLERY SPACEBOY ,1980.0,7966.08,316,0.01705158644506799
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5677.0,7943.020000000008,365,0.019695661558385494
23080,RED METAL BOX TOP SECRET,998.0,7920.780000000001,221,0.01192531836822793
22667,RECIPE BOX RETROSPOT ,2851.0,7896.849999999998,441,0.023796676019857545
21121,SET/10 RED POLKADOT PARTY CANDLES,6498.0,7794.18,336,0.018130800777034318
22652,TRAVEL SEWING KIT,4859.0,7779.110000000002,394,0.021260522339736673
72741,GRAND CHOCOLATECANDLE,5783.0,7758.950000000001,249,0.01343621843298079
22502,PICNIC BASKET WICKER SMALL,1424.0,7728.850000000006,232,0.012518886250809411
84378,SET OF 3 HEART COOKIE CUTTERS,6001.0,7719.340000000004,521,0.028113533347722857
20711,JUMBO BAG TOYS ,4198.0,7689.279999999999,245,0.013220375566587525
22940,FELTCRAFT CHRISTMAS FAIRY,1881.0,7658.929999999999,302,0.01629613641269156
22768,FAMILY PHOTO FRAME CORNICE,836.0,7636.890000000005,233,0.012572846967407727
35970,ZINC FOLKART SLEIGH BELLS,4627.0,7631.310000000004,339,0.018292682926829267
23439,HAND WARMER RED LOVE HEART,3721.0,7574.099999999994,371,0.020019425857975393
22192,BLUE DINER WALL CLOCK,907.0,7528.93,338,0.018238722210230953
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2063.0,7495.290000000001,281,0.015162961364126915
21136,PAINTED METAL PEARS ASSORTED,4454.0,7454.219999999996,352,0.018994172242607382
22952,60 CAKE CASES VINTAGE CHRISTMAS,14712.0,7405.199999999995,466,0.025145693934815454
21314,SMALL GLASS HEART TRINKET POT,3664.0,7399.960000000005,342,0.018454565076624217
22557,PLASTERS IN TIN VINTAGE PAISLEY ,4564.0,7331.840000000004,480,0.025901143967191884
21770,OPEN CLOSED METAL SIGN,1574.0,7296.509999999995,341,0.018400604360025902
20719,WOODLAND CHARLOTTE BAG,9219.0,7261.939999999999,531,0.028653140513706023
22616,PACK OF 12 LONDON TISSUES ,25329.0,7261.770000000004,382,0.020612993740556876
21908,CHOCOLATE THIS WAY METAL SIGN,3633.0,7204.319999999996,374,0.020181308007770342
21889,WOODEN BOX OF DOMINOES,5766.0,7200.950000000001,449,0.024228361752644076
22900, SET 2 TEA TOWELS I LOVE LONDON ,2621.0,7190.949999999997,192,0.010360457586876754
84949,SILVER HANGING T-LIGHT HOLDER,4653.0,7173.450000000006,250,0.013490179149579106
22585,PACK OF 6 BIRDY GIFT TAGS,6051.0,7135.95,319,0.01721346859486294
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1802.0,7132.699999999989,172,0.009281243254910426
84406B,CREAM CUPID HEARTS COAT HANGER,1917.0,7121.230000000001,241,0.01300453270019426
23238,SET OF 4 KNICK KNACK TINS LONDON ,1775.0,7116.650000000005,233,0.012572846967407727
22355,CHARLOTTE BAG SUKI DESIGN,8947.0,7114.849999999997,585,0.03156701921001511
22144,CHRISTMAS CRAFT LITTLE FRIENDS,3459.0,7109.2,421,0.022717461687891214
84836,ZINC METAL HEART DECORATION,5750.0,7099.929999999999,476,0.02568530110079862
22750,FELTCRAFT PRINCESS LOLA DOLL,1945.0,7095.6900000000005,378,0.02039715087416361
22795,SWEETHEART RECIPE BOOK STAND,1098.0,7077.9,287,0.015486725663716814
21218,RED SPOTTY BISCUIT TIN,2058.0,7071.2,203,0.010954025469458234
23007, SPACEBOY BABY GIFT SET,449.0,7048.549999999999,142,0.007662421756960932
22741,FUNKY DIVA PEN,8328.0,7010.9400000000005,155,0.008363911072739046
22950,36 DOILIES VINTAGE CHRISTMAS,5152.0,7004.8,160,0.008633714655730628
21787,RAIN PONCHO RETROSPOT,8752.0,6962.080000000001,180,0.009712928987696956
23215,JINGLE BELL HEART ANTIQUE SILVER,3544.0,6955.799999999999,197,0.010630261169868337
